match_id,section,match_date,feature_source,feature_as_of,feature_snapshot_path,fallback_reason,provenance_summary
2026_special-100yj1-17-ka-f-vs-mcd,17,2026-05-17,reconstructed_pre_match,,,,"{""actual_schedule"": 6, ""derived_from_pre_match_formation_prior"": 13, ""excluded_post_match_feature"": 2, ""historical_league_prior"": 3, ""historical_team_prior"": 107, ""post_match_target"": 5, ""reconstructed_pre_match_results"": 19}"
2026_special-100yj1-18-mcd-vs-uraw,18,2026-05-22,reconstructed_pre_match,,,,"{""actual_schedule"": 6, ""derived_from_pre_match_formation_prior"": 13, ""excluded_post_match_feature"": 2, ""historical_league_prior"": 3, ""historical_team_prior"": 107, ""post_match_target"": 5, ""reconstructed_pre_match_results"": 19}"
2026_special-100yj1-18-hiro-vs-nago,18,2026-05-23,reconstructed_pre_match,,,,"{""actual_schedule"": 6, ""derived_from_pre_match_formation_prior"": 13, ""excluded_post_match_feature"": 2, ""historical_league_prior"": 3, ""historical_team_prior"": 107, ""post_match_target"": 5, ""reconstructed_pre_match_results"": 19}"
2026_special-100yj1-18-fuku-vs-kobe,18,2026-05-23,reconstructed_pre_match,,,,"{""actual_schedule"": 6, ""derived_from_pre_match_formation_prior"": 13, ""excluded_post_match_feature"": 2, ""historical_league_prior"": 3, ""historical_team_prior"": 107, ""post_match_target"": 5, ""reconstructed_pre_match_results"": 19}"
2026_special-100yj1-18-kasm-vs-FCtk,18,2026-05-23,reconstructed_pre_match,,,,"{""actual_schedule"": 6, ""derived_from_pre_match_formation_prior"": 13, ""excluded_post_match_feature"": 2, ""historical_league_prior"": 3, ""historical_team_prior"": 107, ""post_match_target"": 5, ""reconstructed_pre_match_results"": 19}"
2026_special-100yj1-18-kasw-vs-chib,18,2026-05-23,reconstructed_pre_match,,,,"{""actual_schedule"": 6, ""derived_from_pre_match_formation_prior"": 13, ""excluded_post_match_feature"": 2, ""historical_league_prior"": 3, ""historical_team_prior"": 107, ""post_match_target"": 5, ""reconstructed_pre_match_results"": 19}"
2026_special-100yj1-18-kyot-vs-ngsk,18,2026-05-23,reconstructed_pre_match,,,,"{""actual_schedule"": 6, ""derived_from_pre_match_formation_prior"": 13, ""excluded_post_match_feature"": 2, ""historical_league_prior"": 3, ""historical_team_prior"": 107, ""post_match_target"": 5, ""reconstructed_pre_match_results"": 19}"
2026_special-100yj1-18-okay-vs-c-os,18,2026-05-24,reconstructed_pre_match,,,,"{""actual_schedule"": 6, ""derived_from_pre_match_formation_prior"": 13, ""excluded_post_match_feature"": 2, ""historical_league_prior"": 3, ""historical_team_prior"": 107, ""post_match_target"": 5, ""reconstructed_pre_match_results"": 19}"
2026_special-100yj1-18-mito-vs-ka-f,18,2026-05-24,reconstructed_pre_match,,,,"{""actual_schedule"": 6, ""derived_from_pre_match_formation_prior"": 13, ""excluded_post_match_feature"": 2, ""historical_league_prior"": 3, ""historical_team_prior"": 107, ""post_match_target"": 5, ""reconstructed_pre_match_results"": 19}"
2026_special-100yj1-18-tk-v-vs-y-fm,18,2026-05-24,reconstructed_pre_match,,,,"{""actual_schedule"": 6, ""derived_from_pre_match_formation_prior"": 13, ""excluded_post_match_feature"": 2, ""historical_league_prior"": 3, ""historical_team_prior"": 107, ""post_match_target"": 5, ""reconstructed_pre_match_results"": 19}"
2026_special-100yj1-18-shim-vs-g-os,18,2026-05-24,snapshot_overlay_on_reconstructed_pre_match,20260524_163449,Data/features/snapshots/upcoming_features_2026_special_asof_20260524_163449.csv,,
2026_special-100yj1-101-hiro-vs-ka-f,101,2026-05-30,snapshot_overlay_on_reconstructed_pre_match,20260529_000049,Data/features/snapshots/upcoming_features_2026_special_asof_20260529_000049.csv,,
2026_special-100yj1-101-kobe-vs-kasm,101,2026-05-30,snapshot_overlay_on_reconstructed_pre_match,20260529_000049,Data/features/snapshots/upcoming_features_2026_special_asof_20260529_000049.csv,,
2026_special-100yj1-101-nago-vs-mcd,101,2026-05-30,snapshot_overlay_on_reconstructed_pre_match,20260529_000049,Data/features/snapshots/upcoming_features_2026_special_asof_20260529_000049.csv,,
2026_special-100yj1-101-c-os-vs-FCtk,101,2026-05-30,snapshot_overlay_on_reconstructed_pre_match,20260529_000049,Data/features/snapshots/upcoming_features_2026_special_asof_20260529_000049.csv,,
2026_special-100yj1-101-fuku-vs-chib,101,2026-05-30,snapshot_overlay_on_reconstructed_pre_match,20260529_000049,Data/features/snapshots/upcoming_features_2026_special_asof_20260529_000049.csv,,
2026_special-100yj1-101-g-os-vs-tk-v,101,2026-05-30,snapshot_overlay_on_reconstructed_pre_match,20260529_000049,Data/features/snapshots/upcoming_features_2026_special_asof_20260529_000049.csv,,
2026_special-100yj1-101-ngsk-vs-mito,101,2026-05-30,snapshot_overlay_on_reconstructed_pre_match,20260529_000049,Data/features/snapshots/upcoming_features_2026_special_asof_20260529_000049.csv,,
2026_special-100yj1-101-kyot-vs-kasw,101,2026-05-30,snapshot_overlay_on_reconstructed_pre_match,20260529_000049,Data/features/snapshots/upcoming_features_2026_special_asof_20260529_000049.csv,,
2026_special-100yj1-102-okay-vs-uraw,102,2026-05-31,snapshot_overlay_on_reconstructed_pre_match,20260529_000049,Data/features/snapshots/upcoming_features_2026_special_asof_20260529_000049.csv,,
2026_special-100yj1-102-shim-vs-y-fm,102,2026-05-31,snapshot_overlay_on_reconstructed_pre_match,20260529_000049,Data/features/snapshots/upcoming_features_2026_special_asof_20260529_000049.csv,,
2026_special-100yj1-201-chib-vs-fuku,201,2026-06-06,snapshot_overlay_on_reconstructed_pre_match,20260603_083147,Data/features/snapshots/upcoming_features_2026_special_asof_20260603_083147.csv,,
2026_special-100yj1-201-kasm-vs-kobe,201,2026-06-06,snapshot_overlay_on_reconstructed_pre_match,20260603_083147,Data/features/snapshots/upcoming_features_2026_special_asof_20260603_083147.csv,,
2026_special-100yj1-201-FCtk-vs-c-os,201,2026-06-06,snapshot_overlay_on_reconstructed_pre_match,20260603_083147,Data/features/snapshots/upcoming_features_2026_special_asof_20260603_083147.csv,,
2026_special-100yj1-201-mcd-vs-nago,201,2026-06-06,snapshot_overlay_on_reconstructed_pre_match,20260603_083147,Data/features/snapshots/upcoming_features_2026_special_asof_20260603_083147.csv,,
2026_special-100yj1-201-mito-vs-ngsk,201,2026-06-06,snapshot_overlay_on_reconstructed_pre_match,20260603_083147,Data/features/snapshots/upcoming_features_2026_special_asof_20260603_083147.csv,,
2026_special-100yj1-201-tk-v-vs-g-os,201,2026-06-06,snapshot_overlay_on_reconstructed_pre_match,20260603_083147,Data/features/snapshots/upcoming_features_2026_special_asof_20260603_083147.csv,,
2026_special-100yj1-201-uraw-vs-okay,201,2026-06-06,snapshot_overlay_on_reconstructed_pre_match,20260603_083147,Data/features/snapshots/upcoming_features_2026_special_asof_20260603_083147.csv,,
2026_special-100yj1-201-y-fm-vs-shim,201,2026-06-06,snapshot_overlay_on_reconstructed_pre_match,20260603_083147,Data/features/snapshots/upcoming_features_2026_special_asof_20260603_083147.csv,,
2026_special-100yj1-201-kasw-vs-kyot,201,2026-06-06,snapshot_overlay_on_reconstructed_pre_match,20260603_083147,Data/features/snapshots/upcoming_features_2026_special_asof_20260603_083147.csv,,
2026_special-100yj1-201-ka-f-vs-hiro,201,2026-06-06,snapshot_overlay_on_reconstructed_pre_match,20260603_083147,Data/features/snapshots/upcoming_features_2026_special_asof_20260603_083147.csv,,
